iter,x,y,in_circle,pi_appx
2714,0.353049,0.646951,1,3.16728
2715,-0.647012,0.427516,1,3.16759
2716,0.757493,0.712141,0,3.16642
2717,0.201184,0.115058,1,3.16673
2718,0.90893,0.885125,0,3.16556
2719,0.991638,0.241226,0,3.1644
2720,-0.239456,0.471342,1,3.16471
2721,0.313007,0.525484,1,3.16501
2722,0.698346,0.681621,1,3.16532
2723,-0.571751,-0.508027,1,3.16563
2724,0.208631,0.877495,1,3.16593
2725,0.788989,-0.821583,0,3.16477
2726,-0.99591,-0.554416,0,3.16361
2727,0.661784,-0.496063,1,3.16392
2728,0.168284,-0.386681,1,3.16422
2729,0.932186,-0.889703,0,3.16306
2730,-0.118049,-0.481719,1,3.16337
2731,0.145089,0.48825,1,3.16368
2732,-0.704816,0.844534,0,3.16252
2733,0.847647,0.201184,1,3.16282
2734,-0.894708,-0.663126,0,3.16167
2735,-0.706464,0.0194104,1,3.16197
2736,-0.595251,-0.491912,1,3.16228
2737,0.57523,-0.22328,1,3.16259
2738,0.361228,0.84844,1,3.16289
2739,-0.757737,-0.237746,1,3.1632
2740,0.291827,-0.147714,1,3.1635
2741,0.472502,-0.540133,1,3.16381
2742,0.69505,-0.825978,0,3.16266
2743,-0.145639,0.448086,1,3.16296
2744,0.801318,0.224867,1,3.16327
2745,0.847342,0.27205,1,3.16357
2746,-0.79375,0.523225,1,3.16387
2747,-0.0216688,-0.898614,1,3.16418
2748,-0.851553,0.112556,1,3.16448
2749,0.840933,-0.0148935,1,3.16479
2750,0.993896,0.357322,0,3.16364
2751,0.956174,0.516694,0,3.16249
2752,0.489593,-0.569798,1,3.16279
2753,0.560459,0.722578,1,3.16309
2754,0.350974,-0.195813,1,3.1634
2755,-0.619056,0.984618,0,3.16225
2756,-0.258561,0.0597571,1,3.16255
2757,0.462125,0.81139,1,3.16286
2758,-0.789172,0.32198,1,3.16316
2759,-0.894952,0.268632,1,3.16347
2760,-0.347616,-0.361167,1,3.16377
2761,-0.0162974,0.883416,1,3.16407
2762,0.842153,0.613197,0,3.16293
2763,0.497711,-0.168101,1,3.16323
2764,0.122444,-0.399194,1,3.16353
2765,-0.572484,0.226943,1,3.16383
2766,0.793567,-0.211378,1,3.16414
2767,0.952451,-0.686504,0,3.16299
2768,0.773302,-0.537203,1,3.16329
2769,-0.906733,-0.611426,0,3.16215
2770,-0.910151,0.781908,0,3.16101
2771,0.645486,-0.744919,1,3.16131
2772,0.76909,-0.63456,1,3.16162
2773,-0.339376,-0.975768,0,3.16048
2774,-0.322713,0.0128792,1,3.16078
2775,-0.456693,0.0775194,1,3.16108
2776,-0.113715,0.861869,1,3.16138
2777,-0.177684,-0.998779,0,3.16024
2778,-0.882073,-0.697674,0,3.15911
2779,-0.339315,-0.692791,1,3.15941
2780,0.834646,-0.0438259,1,3.15971
2781,-0.833242,-0.250443,1,3.16001
2782,0.536166,0.0355857,1,3.16032
2783,0.568089,-0.947018,0,3.15918
2784,0.82665,0.393396,1,3.15948
2785,0.311054,-0.136666,1,3.15978
2786,0.813038,-0.423244,1,3.16009
2787,0.149545,-0.26735,1,3.16039
2788,0.398401,-0.802234,1,3.16069
2789,0.283465,-0.0471831,1,3.16099
2790,-0.967833,-0.0672038,1,3.16129
2791,0.610999,0.0490753,1,3.16159
2792,-0.520051,0.462553,1,3.16189
2793,-0.843435,0.745651,0,3.16076
2794,0.17506,0.66746,1,3.16106
2795,-0.262589,-0.782824,1,3.16136
2796,0.715376,-0.611915,1,3.16166
2797,-0.0698895,-0.561863,1,3.16196
2798,0.065983,0.0655558,1,3.16226
2799,-0.598852,-0.559238,1,3.16256
2800,0.0329,0.572117,1,3.16286
2801,-0.33669,0.297687,1,3.16316
2802,-0.43246,0.546908,1,3.16345
2803,-0.680523,0.638345,1,3.16375
2804,0.466093,0.547458,1,3.16405
2805,-0.141671,-0.486602,1,3.16435
2806,0.0261246,0.33022,1,3.16465
2807,0.0623817,-0.579991,1,3.16494
2808,-0.777147,0.572362,1,3.16524
2809,0.0924739,0.298358,1,3.16554
2810,-0.033022,-0.652445,1,3.16584
2811,-0.689678,0.314472,1,3.16613
2812,0.00714155,-0.331319,1,3.16643
2813,0.901666,0.240493,1,3.16673
2814,-0.960325,-0.591772,0,3.1656
2815,-0.63749,-0.755234,1,3.1659
2816,0.588049,-0.0885674,1,3.16619
2817,-0.0875908,0.905024,1,3.16649
2818,-0.786669,0.612586,1,3.16679
2819,-0.105902,-0.744308,1,3.16708
2820,-0.379174,-0.0324727,1,3.16738
2821,-0.774461,-0.314961,1,3.16767
2822,-0.778002,0.0162363,1,3.16797
2823,-0.0355857,0.489776,1,3.16826
2824,0.717268,0.885125,0,3.16714
2825,0.0484649,-0.0958921,1,3.16743
2826,0.259904,0.544528,1,3.16773
2827,-0.725569,0.413783,1,3.16802
2828,-0.234756,0.132332,1,3.16832
2829,0.577916,-0.833242,0,3.1672
2830,0.926692,0.155954,1,3.16749
2831,0.675212,0.295733,1,3.16779
2832,-0.499847,-0.113349,1,3.16808
2833,-0.867057,-0.0389428,1,3.16837
2834,-0.577123,-0.743331,1,3.16867
2835,-0.075322,-0.0687298,1,3.16896
2836,-0.675761,-0.426173,1,3.16925
2837,0.538119,0.509308,1,3.16955
2838,0.995483,0.364402,0,3.16843
2839,0.696576,0.620094,1,3.16872
2840,0.377464,0.657145,1,3.16901
2841,-0.244583,-0.129891,1,3.16931
2842,0.632302,0.0222792,1,3.1696
2843,0.837453,0.392602,1,3.16989
2844,-0.142587,-0.324116,1,3.17018
2845,0.767991,-0.710126,0,3.16907
2846,-0.991638,0.96356,0,3.16795
2847,-0.125252,-0.51352,1,3.16825
2848,0.590246,-0.464811,1,3.16854
2849,0.712263,-0.19563,1,3.16883
2850,-0.31905,0.524812,1,3.16912
2851,-0.225111,0.0734298,1,3.16941
2852,-0.149789,-0.955381,1,3.16971
2853,-0.738876,0.0900934,1,3.17
2854,-0.465788,-0.689373,1,3.17029
2855,0.950681,0.235305,1,3.17058
2856,-0.569432,0.70738,1,3.17087
2857,-0.743148,0.566014,1,3.17116
2858,0.475371,0.107673,1,3.17145
2859,-0.480986,0.19093,1,3.17174
2860,0.963865,0.75908,0,3.17063
2861,0.593542,-0.25502,1,3.17092
2862,0.379418,-0.951901,0,3.16981
2863,-0.190563,0.772874,1,3.1701
2864,0.491485,-0.542697,1,3.17039
2865,-0.650125,0.835805,0,3.16928
2866,-0.715132,-0.975401,0,3.16818
2867,0.121101,0.153574,1,3.16847
2868,0.285113,-0.379418,1,3.16876
2869,0.172679,0.593969,1,3.16905
2870,0.83904,-0.646402,0,3.16794
2871,-0.268937,0.822255,1,3.16823
2872,-0.0836843,-0.583043,1,3.16852
2873,-0.0911921,0.423793,1,3.16881
2874,0.992736,-0.310322,0,3.16771
2875,-0.848074,0.811268,0,3.16661
2876,0.577001,-0.596411,1,3.1669
2877,0.488555,-0.270158,1,3.16719
2878,-0.0537142,0.189709,1,3.16748
2879,-0.36019,-0.827321,1,3.16777
2880,0.649698,-0.18446,1,3.16806
2881,-0.941891,-0.481414,0,3.16696
2882,-0.655374,-0.0732467,1,3.16724
2883,-0.0479766,-0.294757,1,3.16753
2884,0.527925,0.104926,1,3.16782
2885,-0.637124,0.249832,1,3.16811
2886,0.722761,-0.445706,1,3.1684
2887,0.354758,0.930233,1,3.16869
2888,0.686626,0.730025,0,3.16759
2889,0.379601,-0.0618934,1,3.16788
2890,-0.79967,0.220106,1,3.16817
2891,-0.118782,0.318379,1,3.16845
2892,-0.997864,-0.805957,0,3.16736
2893,0.199658,0.504731,1,3.16765
2894,0.428249,0.730452,1,3.16793
2895,0.839224,0.76677,0,3.16684
2896,-0.676921,0.334981,1,3.16713
2897,-0.838308,0.378868,1,3.16741
2898,0.782579,0.964048,0,3.16632
2899,0.569004,-0.675334,1,3.16661
2900,-0.710065,0.863395,0,3.16552
2901,0.234694,-0.650735,1,3.1658
2902,0.810902,-0.463773,1,3.16609
2903,0.451138,0.17097,1,3.16638
2904,-0.59403,0.152658,1,3.16667
2905,0.650308,-0.333761,1,3.16695
2906,-0.0728804,-0.287005,1,3.16724
2907,0.164256,-0.160166,1,3.16753
2908,-0.642923,-0.722517,1,3.16781
2909,0.785998,-0.607703,1,3.1681
2910,0.357077,-0.424953,1,3.16838
2911,-0.807056,0.69798,0,3.1673
2912,-0.417323,0.30318,1,3.16758
2913,0.29787,0.00476103,1,3.16787
2914,0.333455,0.43185,1,3.16815
2915,-0.414393,0.670695,1,3.16844
2916,0.0953427,-0.175853,1,3.16872
2917,-0.496673,0.246414,1,3.16901
2918,0.541476,-0.514558,1,3.16929
2919,-0.0380272,-0.781115,1,3.16958
2920,0.551547,0.753952,1,3.16986
2921,0.0142221,0.227675,1,3.17015
2922,-0.186047,0.745224,1,3.17043
2923,0.771226,-0.434475,1,3.17072
2924,-0.428066,0.363364,1,3.171
2925,0.619056,-0.221998,1,3.17128
2926,0.07697,0.190991,1,3.17157
2927,0.799548,-0.828176,0,3.17048
2928,-0.688397,0.570286,1,3.17076
2929,0.416163,-0.952817,0,3.16968
2930,0.54465,-0.812,1,3.16997
2931,0.928401,0.464323,0,3.16888
2932,-0.71977,0.477995,1,3.16917
2933,-0.803272,-0.642495,0,3.16809
2934,-0.835195,0.150522,1,3.16837
2935,-0.858268,-0.189098,1,3.16865
2936,-0.587255,-0.835073,0,3.16757
2937,-0.922603,0.304645,1,3.16786
2938,-0.685528,0.455655,1,3.16814
2939,0.784472,0.748031,0,3.16706
2940,0.389367,0.723555,1,3.16735
2941,-0.617164,-0.890618,0,3.16627
2942,-0.255326,0.607947,1,3.16655
2943,0.0693402,-0.543368,1,3.16684
2944,-0.794299,-0.451199,1,3.16712
2945,0.778978,0.219801,1,3.1674
2946,-0.223952,0.653238,1,3.16769
2947,0.835989,0.489288,1,3.16797
2948,-0.00616493,-0.121895,1,3.16825
2949,0.655313,-0.838247,0,3.16718
2950,-0.255753,0.842459,1,3.16746
2951,0.557468,0.7462,1,3.16774
2952,0.0918635,-0.420192,1,3.16802
2953,-0.241592,0.641702,1,3.1683
2954,0.694989,0.546176,1,3.16859
2955,-0.400964,-0.297931,1,3.16887
2956,-0.635598,0.192517,1,3.16915
2957,0.0741622,0.896905,1,3.16943
2958,-0.670512,-0.581823,1,3.16971
2959,-0.27437,-0.117195,1,3.16999
2960,0.773363,-0.786059,0,3.16892
2961,-0.039187,0.298114,1,3.1692
2962,0.200146,0.810108,1,3.16948
2963,-0.140512,-0.408228,1,3.16976
2964,0.197461,0.640237,1,3.17004
2965,0.53171,0.200635,1,3.17032
2966,-0.845083,-0.565342,0,3.16925
2967,-0.911799,-0.113532,1,3.16953
2968,-0.496857,-0.245254,1,3.16981
2969,-0.712019,0.0459012,1,3.17009
2970,0.0338155,-0.719282,1,3.17037
2971,0.922664,-0.194775,1,3.17065
2972,0.864982,0.167308,1,3.17093
2973,-0.998108,0.713117,0,3.16986
2974,0.613197,-0.223463,1,3.17014
2975,0.804065,-0.156565,1,3.17042
2976,0.335226,-0.896722,1,3.1707
2977,-0.150949,0.120735,1,3.17098
2978,-0.198437,0.204175,1,3.17126
2979,0.863029,-0.319477,1,3.17153
2980,0.664958,0.942623,0,3.17047
2981,0.791369,-0.921992,0,3.16941
2982,0.0850882,0.363487,1,3.16968
2983,-0.073735,0.156321,1,3.16996
2984,-0.626137,-0.991516,0,3.1689
2985,0.209852,-0.613014,1,3.16918
2986,-0.777818,-0.513764,1,3.16946
2987,0.775072,-0.502655,1,3.16974
2988,0.0710493,-0.392602,1,3.17001
2989,-0.212171,0.193371,1,3.17029
2990,-0.810169,-0.599768,0,3.16923
2991,0.65275,-0.205945,1,3.16951
2992,-0.975401,0.316975,0,3.16845
2993,-0.35665,0.588415,1,3.16873
2994,0.377892,-0.0567051,1,3.169
2995,-0.977477,-0.273271,0,3.16795
2996,0.982848,0.525911,0,3.16689
2997,0.712019,0.46066,1,3.16717
2998,-0.965025,0.627174,0,3.16611
2999,0.57578,-0.457731,1,3.16639
3000,0.243545,0.22267,1,3.16667
3001,0.379723,-0.402857,1,3.16694
3002,-0.036135,0.55173,1,3.16722
3003,-0.511079,0.281023,1,3.1675
3004,0.975462,-0.96533,0,3.16644
3005,-0.634133,-0.964658,0,3.16539
3006,0.466337,0.569249,1,3.16567
3007,0.932308,-0.747238,0,3.16462
3008,0.787524,-0.482573,1,3.16489
3009,-0.144052,0.664652,1,3.16517
3010,-0.461149,-0.30202,1,3.16545
3011,-0.172984,-0.235976,1,3.16573
3012,-0.450101,0.693402,1,3.166
3013,0.884087,-0.922786,0,3.16495
3014,0.317829,-0.213148,1,3.16523
3015,0.85369,-0.906122,0,3.16418
3016,-0.53586,-0.159128,1,3.16446
3017,0.966184,-0.329122,0,3.16341
3018,-0.225233,0.428859,1,3.16368
3019,-0.290728,0.721113,1,3.16396
3020,0.383263,0.533785,1,3.16424
3021,-0.017274,0.999573,1,3.16452
3022,-0.338216,0.125557,1,3.16479
3023,-0.384179,0.800281,1,3.16507
3024,0.382042,0.930049,0,3.16402
3025,0.311481,-0.624855,1,3.1643
3026,0.706891,-0.298907,1,3.16457
3027,-0.92242,0.888726,0,3.16353
3028,-0.422206,0.310749,1,3.1638
3029,-0.789721,-0.280474,1,3.16408
3030,0.0589636,-0.0339376,1,3.16436
3031,0.889398,0.922969,0,3.16331
3032,-0.799731,-0.13044,1,3.16359
3033,0.450101,0.665446,1,3.16386
3034,-0.0164195,-0.368248,1,3.16414
3035,0.39364,0.444973,1,3.16442
3036,-0.087896,-0.248489,1,3.16469
3037,-0.802722,-0.0915583,1,3.16497
3038,-0.191906,-0.52585,1,3.16524
3039,0.989196,0.0793505,1,3.16551
3040,-0.62101,0.342062,1,3.16579
3041,0.147226,-0.19154,1,3.16606
3042,-0.883294,0.748093,0,3.16502
3043,0.888238,-0.740707,0,3.16398
3044,-0.909724,-0.193859,1,3.16426
3045,0.906244,-0.758652,0,3.16322
3046,0.196423,-0.149118,1,3.16349
3047,-0.875298,0.203565,1,3.16377
3048,0.429042,-0.122444,1,3.16404
3049,0.625038,-0.299762,1,3.16432
3050,-0.268571,-0.762864,1,3.16459
3051,0.812,0.142648,1,3.16486
3052,-0.0076909,-0.102606,1,3.16514
3053,-0.11866,-0.352622,1,3.16541
3054,-0.250687,0.582372,1,3.16568
3055,-0.349814,-0.204236,1,3.16596
3056,0.161875,-0.896295,1,3.16623
3057,-0.187206,-0.884637,1,3.1665
3058,-0.184093,0.196728,1,3.16678
3059,-0.315083,0.0971739,1,3.16705
3060,0.923946,-0.829579,0,3.16601
3061,0.49942,0.55936,1,3.16629
3062,0.480681,0.6898,1,3.16656
3063,0.314228,-0.827321,1,3.16683
3064,0.939938,0.996277,0,3.1658
3065,0.596899,-0.042361,1,3.16607
3066,-0.0280779,0.88427,1,3.16634
3067,0.546847,-0.433437,1,3.16661
3068,-0.133492,-0.256546,1,3.16688
3069,0.218885,0.164134,1,3.16716
3070,0.142343,-0.0202649,1,3.16743
3071,0.509858,-0.282488,1,3.1677
3072,-0.073796,0.127815,1,3.16797
3073,-0.929561,0.509431,0,3.16694
3074,-0.335775,-0.0324727,1,3.16721
3075,0.206678,-0.314106,1,3.16748
3076,0.727461,-0.0431545,1,3.16775
3077,-0.169627,0.652506,1,3.16802
3078,0.47476,0.293841,1,3.16829
3079,-0.475371,-0.870292,1,3.16856
3080,-0.665202,-0.0806324,1,3.16883
3081,0.784105,0.682232,0,3.1678
3082,-0.528902,0.774583,1,3.16807
3083,-0.506867,-0.468412,1,3.16834
3084,-0.410242,-0.375938,1,3.16861
3085,-0.293536,-0.531099,1,3.16888
3086,-0.543734,0.758835,1,3.16915
3087,0.791064,0.675273,0,3.16812
3088,0.680523,-0.110786,1,3.16839
3089,0.994995,-0.733809,0,3.16737
3090,-0.665995,0.543429,1,3.16764
3091,-0.495453,-0.628334,1,3.16791
3092,0.962461,-0.718977,0,3.16688
3093,0.051883,0.562229,1,3.16715
3094,-0.446011,-0.963499,0,3.16613
3095,0.135567,0.436428,1,3.1664
3096,-0.971434,0.903436,0,3.16537
3097,0.917659,-0.819081,0,3.16435
3098,0.807728,-0.327718,1,3.16462
3099,-0.141427,-0.0846609,1,3.16489
3100,0.0299091,-0.563694,1,3.16516
3101,-0.846792,-0.36544,1,3.16543
3102,-0.0269792,0.574254,1,3.1657
3103,0.0294818,0.561924,1,3.16597
3104,-0.754624,0.425563,1,3.16624
3105,-0.0265519,0.724409,1,3.16651
3106,-0.689861,0.969786,0,3.16549
3107,0.942562,-0.436733,0,3.16447
3108,0.902765,-0.178783,1,3.16474
3109,-0.37075,-0.60752,1,3.165
3110,0.906733,-0.146005,1,3.16527
3111,-0.161387,0.516999,1,3.16554
3112,0.248123,-0.232924,1,3.16581
3113,0.0409571,0.823659,1,3.16608
3114,0.372764,0.90423,1,3.16635
3115,0.163157,-0.342428,1,3.16661
3116,0.867118,0.639626,0,3.1656
3117,0.680767,0.796313,0,3.16458
3118,-0.213331,-0.356711,1,3.16485
3119,0.0733687,0.33315,1,3.16512
3120,-0.745651,-0.663065,1,3.16538
3121,-0.294391,0.284685,1,3.16565
3122,-0.109992,0.854483,1,3.16592
3123,0.196728,-0.268205,1,3.16619
3124,0.634865,-0.181896,1,3.16645
3125,0.340414,0.310016,1,3.16672
3126,-0.467008,0.244705,1,3.16699
3127,0.638467,-0.14161,1,3.16725
3128,0.032961,-0.108161,1,3.16752
3129,0.510102,-0.957761,0,3.16651
3130,0.369896,0.359336,1,3.16677
3131,-0.760789,0.760911,0,3.16576
3132,0.593847,0.255936,1,3.16603
3133,-0.276994,-0.848257,1,3.16629
3134,0.804065,0.745895,0,3.16528
3135,-0.916743,0.00701947,1,3.16555
3136,-0.846914,-0.213941,1,3.16582
3137,-0.796252,-0.589636,1,3.16608
3138,-0.816578,0.367942,1,3.16635
3139,-0.744064,0.411036,1,3.16661
3140,-0.94244,-0.925105,0,3.16561
3141,-0.72447,0.543673,1,3.16587
3142,0.24617,0.26967,1,3.16614
3143,0.851859,0.00982726,1,3.1664
3144,0.235183,0.22151,1,3.16667
3145,-0.00665324,-0.668376,1,3.16693
3146,0.815296,0.48941,1,3.1672
3147,0.231948,0.290057,1,3.16746
3148,0.515473,0.869804,0,3.16645
3149,-0.973326,0.961423,0,3.16545
3150,0.744308,-0.775926,0,3.16444
3151,-0.467619,0.664103,1,3.16471
3152,0.199963,0.497894,1,3.16497
3153,0.79259,-0.372398,1,3.16524
3154,-0.8872,0.243118,1,3.1655
3155,0.421596,-0.803028,1,3.16577
3156,-0.1175,0.957578,1,3.16603
3157,0.837637,-0.61515,0,3.16503
3158,-0.328511,0.552463,1,3.16529
3159,-0.891961,-0.416773,1,3.16556
3160,-0.480742,-0.737594,1,3.16582
3161,-0.528169,-0.751267,1,3.16609
3162,-0.462675,0.308613,1,3.16635
3163,0.598852,0.372642,1,3.16661
3164,0.749619,0.62809,1,3.16688
3165,0.65098,0.547824,1,3.16714
3166,-0.860831,0.98297,0,3.16614
3167,0.206372,0.447415,1,3.1664
3168,0.465727,-0.239944,1,3.16667
3169,0.109076,0.524629,1,3.16693
3170,-0.587011,-0.224562,1,3.16719
3171,0.307209,0.748703,1,3.16745
3172,-0.3666,0.393945,1,3.16772
3173,0.741867,0.187756,1,3.16798
3174,0.247146,0.27907,1,3.16824
3175,0.349264,0.252884,1,3.1685
3176,-0.637612,-0.916621,0,3.16751
3177,-0.761094,0.413355,1,3.16777
3178,0.17744,-0.606543,1,3.16803
3179,0.109809,0.198498,1,3.16829
3180,0.226454,-0.759751,1,3.16855
3181,-0.0327779,0.296344,1,3.16881
3182,-0.666972,0.489532,1,3.16908
3183,0.203321,0.562534,1,3.16934
3184,0.833669,-0.577306,0,3.16834
3185,0.103217,-0.247757,1,3.1686
3186,-0.368614,0.822804,1,3.16886
3187,-0.160776,0.786974,1,3.16912
3188,-0.353171,-0.125069,1,3.16939
3189,0.0161143,0.368858,1,3.16965
3190,0.223402,-0.80199,1,3.16991
3191,-0.17036,0.755539,1,3.17017
3192,0.0540804,-0.684124,1,3.17043
3193,0.90069,0.507416,0,3.16943
3194,0.189098,-0.116706,1,3.16969
3195,0.847525,0.0201428,1,3.16995
3196,0.688702,-0.0215467,1,3.17021
3197,-0.340414,0.654703,1,3.17047
3198,0.482634,0.773729,1,3.17073
3199,0.933956,-0.722517,0,3.16974
3200,0.999573,0.898492,0,3.16875
3201,-0.96301,-0.976134,0,3.16776
3202,-0.872246,-0.194531,1,3.16802
3203,0.256363,0.0956479,1,3.16828
3204,0.0716596,-0.546176,1,3.16854
3205,-0.999268,-0.593054,0,3.16755
3206,-0.336568,-0.37954,1,3.16781
3207,-0.883843,0.890557,0,3.16682
3208,0.696332,-0.846426,0,3.16584
3209,-0.624672,-0.724409,1,3.1661
3210,0.838369,0.479766,1,3.16636
3211,-0.7932,-0.847586,0,3.16537
3212,0.691448,-0.323018,1,3.16563
3213,-0.275224,0.133065,1,3.16589
3214,-0.44302,-0.572301,1,3.16615
3215,0.121284,-0.0770311,1,3.16641
3216,-0.528353,-0.837759,1,3.16667
3217,0.485442,0.115486,1,3.16693
3218,-0.925472,-0.293414,1,3.16718
3219,-0.890191,0.521028,0,3.1662
3220,-0.130745,0.746383,1,3.16646
3221,-0.651346,0.843924,0,3.16548
3222,0.442654,0.419948,1,3.16574
3223,0.0883233,-0.480315,1,3.16599
3224,-0.796374,-0.647012,0,3.16501
3225,0.894159,0.52524,0,3.16403
3226,-0.796191,0.446927,1,3.16429
3227,-0.10456,-0.0270402,1,3.16455
3228,-0.397668,0.732955,1,3.16481
3229,-0.528292,-0.695721,1,3.16507
3230,-0.662028,0.606543,1,3.16533
3231,-0.198926,0.892022,1,3.16558
3232,-0.429042,0.751999,1,3.16584
3233,-0.664652,0.86547,0,3.16486
3234,0.456693,0.0714765,1,3.16512
3235,0.263505,0.971678,0,3.16414
3236,0.813709,0.930599,0,3.16316
3237,0.025087,0.283404,1,3.16342
3238,0.249039,-0.967771,1,3.16368
3239,0.937862,0.567417,0,3.1627
3240,0.303241,0.232924,1,3.16296
3241,-0.999817,0.125679,0,3.16199
3242,0.17683,-0.388635,1,3.16225
3243,-0.0667155,-0.078435,1,3.1625
3244,-0.398279,-0.894403,1,3.16276
3245,-0.477934,0.80376,1,3.16302
3246,0.419886,-0.972899,0,3.16205
3247,0.321431,-0.360007,1,3.1623
3248,-0.569371,-0.232619,1,3.16256
3249,-0.21327,-0.825551,1,3.16282
3250,0.0713545,-0.992126,1,3.16308
3251,-0.106391,-0.581273,1,3.16333
3252,-0.508881,0.74736,1,3.16359
3253,-0.69212,-0.608008,1,3.16385
3254,0.583104,-0.543856,1,3.16411
3255,0.169139,-0.979674,1,3.16436
3256,-0.465544,-0.325459,1,3.16462
3257,0.549838,0.00921687,1,3.16488
3258,0.460721,0.36251,1,3.16513
3259,0.652872,-0.499359,1,3.16539
3260,-0.317829,0.317219,1,3.16564
3261,-0.190075,-0.671122,1,3.1659
3262,-0.790698,-0.0303974,1,3.16616
3263,0.342977,0.685284,1,3.16641
3264,-0.00341818,-0.128731,1,3.16667
3265,-0.648416,-0.993957,0,3.1657
3266,0.528536,-0.813526,1,3.16595
3267,0.488921,0.896173,0,3.16498
3268,-0.6992,0.499847,1,3.16524
3269,0.787463,-0.101141,1,3.16549
3270,0.757798,0.252701,1,3.16575
3271,0.59928,0.928035,0,3.16478
3272,-0.750473,-0.878105,0,3.16381
3273,-0.288775,0.170421,1,3.16407
3274,0.571751,-0.348227,1,3.16432
3275,-0.3008,0.275285,1,3.16458
3276,-0.351157,-0.547946,1,3.16484
3277,-0.418238,-0.359763,1,3.16509
3278,-0.0743454,-0.724043,1,3.16534
3279,0.838918,-0.391809,1,3.1656
3280,-0.973143,0.288714,0,3.16463
3281,0.854911,0.386193,1,3.16489
3282,0.250565,-0.159922,1,3.16514
3283,0.850699,-0.500214,1,3.1654
3284,0.454007,0.0537753,1,3.16565
3285,-0.633584,-0.404627,1,3.16591
3286,-0.101386,0.54526,1,3.16616
3287,-0.642678,-0.597998,1,3.16641
3288,0.612952,-0.418666,1,3.16667
3289,-0.034487,0.666484,1,3.16692
3290,0.838491,0.993469,0,3.16596
3291,-0.970213,0.872795,0,3.165
3292,0.119514,-0.842886,1,3.16525
3293,-0.603247,0.56052,1,3.1655
3294,0.600562,-0.648782,1,3.16576
3295,-0.905268,-0.948117,0,3.1648
3296,-0.907465,-0.1927,1,3.16505
3297,0.433559,-0.597021,1,3.1653
3298,-0.527742,0.764085,1,3.16556
3299,0.092657,0.388574,1,3.16581
3300,-0.0253922,0.837392,1,3.16606
3301,-0.739669,0.335592,1,3.16631
3302,0.943661,0.0199597,1,3.16657
3303,-0.114448,0.616859,1,3.16682
3304,-0.398279,-0.37838,1,3.16707
3305,0.106086,-0.383141,1,3.16732
3306,-0.597998,0.46414,1,3.16757
3307,0.914851,0.983153,0,3.16662
3308,0.524263,-0.357993,1,3.16687
3309,-0.873466,0.974791,0,3.16591
3310,-0.921809,-0.837515,0,3.16495
3311,0.708845,0.72209,0,3.164
3312,-0.423122,0.777147,1,3.16425
3313,-0.462614,0.207654,1,3.1645
3314,0.241104,0.316242,1,3.16476
3315,-0.358848,-0.216444,1,3.16501
3316,-0.300922,-0.15864,1,3.16526
3317,-0.00305194,0.0359519,1,3.16551
3318,0.643228,0.925411,0,3.16456
3319,-0.0618324,-0.190808,1,3.16481
3320,-0.994629,-0.625893,0,3.16386
3321,0.238906,-0.79613,1,3.16411
3322,0.216078,0.703046,1,3.16436
3323,-0.0634804,-0.641336,1,3.16461
3324,-0.894342,0.678569,0,3.16366
3325,-0.0448636,-0.169078,1,3.16391
3326,-0.984557,0.239761,0,3.16296
3327,-0.40835,-0.613502,1,3.16321
3328,0.675578,-0.889275,0,3.16226
3329,0.928768,-0.986816,0,3.16131
3330,0.416835,-0.58286,1,3.16156
3331,-0.765061,0.968626,0,3.16061
3332,0.276445,-0.381005,1,3.16086
3333,0.416651,0.675517,1,3.16112
3334,-0.439663,0.0723921,1,3.16137
3335,-0.417994,-0.721541,1,3.16162
3336,0.426173,0.532747,1,3.16187
3337,-0.217665,-0.327901,1,3.16212
3338,-0.953427,0.911799,0,3.16117
3339,0.990234,-0.185436,0,3.16023
3340,0.919246,-0.398767,0,3.15928
3341,0.379051,0.13923,1,3.15953
3342,-0.118476,0.675151,1,3.15978
3343,-0.0335714,0.876091,1,3.16004
3344,-0.603125,0.283342,1,3.16029
3345,0.682171,0.095831,1,3.16054
3346,-0.328145,-0.450284,1,3.16079
3347,0.925349,0.289691,1,3.16104
3348,-0.832082,0.286089,1,3.16129
3349,0.67216,0.295733,1,3.16154
3350,0.070683,0.834768,1,3.16179
3351,-0.803455,0.386498,1,3.16204
3352,0.278398,0.35372,1,3.16229
3353,-0.532564,-0.671367,1,3.16254
3354,-0.527681,0.854544,0,3.1616
3355,-0.716902,-0.771898,0,3.16066
3356,-0.167735,-0.692974,1,3.16091
3357,0.207471,0.972471,1,3.16116
3358,0.958127,-0.87664,0,3.16021
3359,0.368797,0.0835622,1,3.16046
3360,-0.438198,-0.667582,1,3.16071
3361,0.184887,-0.20625,1,3.16096
3362,-0.508942,0.759446,1,3.16121
3363,-0.924068,-0.844412,0,3.16027
3364,0.647684,-0.479399,1,3.16052
3365,0.228835,-0.999451,0,3.15958
3366,0.362144,-0.851737,1,3.15983
3367,-0.526277,-0.442532,1,3.16008
3368,-0.210767,-0.344076,1,3.16033
3369,-0.662333,0.543246,1,3.16058
3370,0.884453,0.857963,0,3.15964
3371,0.335531,-0.460721,1,3.15989
3372,0.525179,0.25557,1,3.16014
3373,0.561924,-0.534334,1,3.16039
3374,-0.660624,0.801929,0,3.15945
